IDC;CNPJ Cliente;Desc estab;UF do Cliente;Cod Item Cliente;Desc Item Cliente;Marca Cliente;Cod Item;Desc Item;Marca da resposta;Qtd.;Status;Motivo da Rejeição;Data Inicial;Val. Unit.;Data de Encerramento;Estab;Vendedor;Valor Total;Região;Família;Data Resposta
428498;8,86257E+13;Hosp. Mãe De Deus (Rede Suplementar) Porto Alegr (Hmd);RS;95000;fosfato de clindamicina 150mg/ml sol 4ml uniao quimica;SEM VINCULO;;;;0;Perdido;Produto sem estoque;11/06/2025;R$ 0,00;11/06/2025;FarmaPontual;18132-Farma Pontual;R$ 0,00;Sul;Medicamentos;11/06/2025
428498;8,86257E+13;Hosp. Mãe De Deus (Rede Suplementar) Porto Alegr (Hmd);RS;88591;acido poliacrilico 2mg/g 10g;SEM VINCULO;;;;0;Perdido;Produto sem estoque;11/06/2025;R$ 0,00;11/06/2025;FarmaPontual;18132-Farma Pontual;R$ 0,00;Sul;Medicamentos;11/06/2025
428498;8,86257E+13;Hosp. Mãe De Deus (Rede Suplementar) Porto Alegr (Hmd);RS;14272;hemifumarato de bisoprolol 1,25mg comp;SEM VINCULO;;;;0;Perdido;Produto sem estoque;11/06/2025;R$ 0,00;11/06/2025;FarmaPontual;18132-Farma Pontual;R$ 0,00;Sul;Medicamentos;11/06/2025
428498;8,86257E+13;Hosp. Mãe De Deus (Rede Suplementar) Porto Alegr (Hmd);RS;96421;hyponor 2mg/ml sol 4ml ;SEM VINCULO;;;;0;Perdido;Produto sem estoque;11/06/2025;R$ 0,00;11/06/2025;FarmaPontual;18132-Farma Pontual;R$ 0,00;Sul;Medicamentos;11/06/2025
428498;8,86257E+13;Hosp. Mãe De Deus (Rede Suplementar) Porto Alegr (Hmd);RS;95129;digestina 5mg/ml sol 2ml;SEM VINCULO;;;;0;Perdido;Produto sem estoque;11/06/2025;R$ 0,00;11/06/2025;FarmaPontual;18132-Farma Pontual;R$ 0,00;Sul;Medicamentos;11/06/2025
428498;8,86257E+13;Hosp. Mãe De Deus (Rede Suplementar) Porto Alegr (Hmd);RS;16772;gentamicina 80mg/2ml;SEM VINCULO;;;;0;Perdido;Produto sem estoque;11/06/2025;R$ 0,00;11/06/2025;FarmaPontual;18132-Farma Pontual;R$ 0,00;Sul;Medicamentos;11/06/2025
428498;8,86257E+13;Hosp. Mãe De Deus (Rede Suplementar) Porto Alegr (Hmd);RS;14063;atorvastatina calcica 10mg comp;SEM VINCULO;;;;0;Perdido;Produto sem estoque;11/06/2025;R$ 0,00;11/06/2025;FarmaPontual;18132-Farma Pontual;R$ 0,00;Sul;Medicamentos;11/06/2025
428498;8,86257E+13;Hosp. Mãe De Deus (Rede Suplementar) Porto Alegr (Hmd);RS;329;benzilpenicilina benzatina 1.200.000 ui;SEM VINCULO;;;;0;Perdido;Produto sem estoque;11/06/2025;R$ 0,00;11/06/2025;FarmaPontual;18132-Farma Pontual;R$ 0,00;Sul;Medicamentos;11/06/2025
428498;8,86257E+13;Hosp. Mãe De Deus (Rede Suplementar) Porto Alegr (Hmd);RS;216;furosemida 20mg/2ml;SEM VINCULO;;;;0;Perdido;Produto sem estoque;11/06/2025;R$ 0,00;11/06/2025;FarmaPontual;18132-Farma Pontual;R$ 0,00;Sul;Medicamentos;11/06/2025
428250;8,86257E+13;Hosp. Mãe De Deus (Rede Suplementar) Porto Alegr (Hmd);RS;12371;dimenidrinato+piridoxina 10ml;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S A ;7,89609E+12;dramin b6 dl iv 10ml x 100 amp hosp;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S A ;100;Perdido;;11/06/2025;R$ 7,72;11/06/2025;Filial;18132-Farma Pontual;R$ 771,86;Sul;Medicamentos;11/06/2025
428222;6,26384E+13;Trasmontano (Transmontano);SP;2779;toxina botulinica 500ui fr amp (dysport)*;SEM VINCULO;DYSPORT 500 U PO LIOF SOL INJ CT FA VD TRANS;1;IPSEN FARMACEUTICA LTDA;3;Perdido;;11/06/2025;R$ 2.413,34;11/06/2025;Filial;18132-Farma Pontual;R$ 7.240,02;Sudeste;Medicamentos;11/06/2025
428222;6,26384E+13;Trasmontano (Transmontano);SP;58905;secuquinumabe 300mg/2ml ser (cosentyx);SEM VINCULO;7,89626E+12;cosentyx 300 mg/2ml autoinj 1 ct;NOVARTIS BIOCIENCIAS S A;1;Perdido;;11/06/2025;R$ 8.600,00;11/06/2025;Filial;18132-Farma Pontual;R$ 8.600,00;Sudeste;Medicamentos;11/06/2025
428222;6,26384E+13;Trasmontano (Transmontano);SP;47524;tocilizumabe 80mg/4ml fr amp (actemra)*;SEM VINCULO;7896226505879DF;actemra;ROCHE;3;Confirmado;;11/06/2025;R$ 829,00;11/06/2025;Filial;18132-Farma Pontual;R$ 2.487,00;Sudeste;Medicamentos;11/06/2025
428334;7,86331E+13;Hosp. De Câncer Londrina (Londrina /Pr) (Hc Londrina);PR;54715;acetato de lanreotida 120mg ser 0,5ml;IPSEN FARMACEUTICA LTDA;SOMATULINE AUTOGEL 120MG SOL INJ LIB PROL SER PREENC X 0,5ML;somatuli;IPSEN FARMACEUTICA LTDA;4;Perdido;;11/06/2025;R$ 4.161,26;11/06/2025;Filial;18132-Farma Pontual;R$ 16.645,04;Sul;Medicamentos;11/06/2025
428308;6,26384E+13;Trasmontano (Transmontano);SP;54665;atezolizumabe 1200mg fr amp 20ml (tecentriq);SEM VINCULO;7896226507118DF;tecentriq 1200mg;ROCHE;1;Perdido;;11/06/2025;R$ 25.272,06;11/06/2025;Filial;18132-Farma Pontual;R$ 25.272,06;Sudeste;Medicamentos;11/06/2025
428308;6,26384E+13;Trasmontano (Transmontano);SP;37905;pertuzumabe 420mg fr amp 14ml (perjeta);SEM VINCULO;7,89623E+12;perjeta 420mg;ROCHE;2;Confirmado;;11/06/2025;R$ 14.183,19;11/06/2025;FarmaPontual;18132-Farma Pontual;R$ 28.366,38;Sudeste;Medicamentos;11/06/2025
427570;03315918000541;Unimed Campo Grande (Unimed Cg);MS;99902;tagrisso 40mg;SEM VINCULO;;;;0;Perdido;Produto sem estoque;10/06/2025;R$ 0,00;11/06/2025;FarmaPontual;18132-Farma Pontual;R$ 0,00;Centro-Oeste;Medicamentos;11/06/2025
427732;9,2815E+13;Hosp. Santa Casa Porto Alegre (Porto Alegre/Rs) (Sc Porto Alegre);RS;126913;aflibercepte solucao injetavel frasco ampola 40mg/ml ®;BAYER S A ;7,89111E+12;eylia 1fa 0,278ml + 1agu 40mg/ml inj;BAYER S A ;13;Perdido;;10/06/2025;R$ 2.497,85;13/06/2025;Filial;18132-Farma Pontual;R$ 32.472,05;Sul;Medicamentos;12/06/2025
427286;8,86257E+13;Aesc (Rede Complementar) - Porto Alegre (H. Sta Ana);RS;41962;nitroprussiato de sodio 50mg*;SEM VINCULO;;;;0;Perdido;Produto sem estoque;10/06/2025;R$ 0,00;16/06/2025;FarmaPontual;18132-Farma Pontual;R$ 0,00;Sul;Medicamentos;12/06/2025
427286;8,86257E+13;Aesc (Rede Complementar) - Porto Alegre (H. Sta Ana);RS;41764;polimixina b 500.000ui sol inj;SEM VINCULO;;;;0;Perdido;Produto sem estoque;10/06/2025;R$ 0,00;16/06/2025;FarmaPontual;18132-Farma Pontual;R$ 0,00;Sul;Medicamentos;12/06/2025
427286;8,86257E+13;Aesc (Rede Complementar) - Porto Alegre (H. Sta Ana);RS;42128;fenoterol 5mg/ml sol nebulizacao 20ml;SEM VINCULO;;;;0;Perdido;Produto sem estoque;10/06/2025;R$ 0,00;16/06/2025;FarmaPontual;18132-Farma Pontual;R$ 0,00;Sul;Medicamentos;12/06/2025
427732;9,2815E+13;Hosp. Santa Casa Porto Alegre (Porto Alegre/Rs) (Sc Porto Alegre);RS;148091;lanreotida acetato solucao injetavel de liberacao prolongada seringa preenchida 120mg 0,5ml®  ;IPSEN FARMACEUTICA LTDA;SOMATULINE AUTOGEL 120MG SOL INJ LIB PROL SER PREENC X 0,5ML;somatuli;IPSEN FARMACEUTICA LTDA;3;Perdido;;10/06/2025;R$ 2.102,75;13/06/2025;Filial;18132-Farma Pontual;R$ 6.308,25;Sul;Medicamentos;11/06/2025
427732;9,2815E+13;Hosp. Santa Casa Porto Alegre (Porto Alegre/Rs) (Sc Porto Alegre);RS;127369;pertuzumabe solucao para diluicao para infusao 30mg/ml 14ml##®;ROCHE;7,89623E+12;perjeta 420mg;ROCHE;4;Perdido;;10/06/2025;R$ 15.058,13;13/06/2025;Filial;18132-Farma Pontual;R$ 60.232,52;Sul;Medicamentos;11/06/2025
427732;9,2815E+13;Hosp. Santa Casa Porto Alegre (Porto Alegre/Rs) (Sc Porto Alegre);RS;51157;dimenidrinato 3mg/ml+vitamina b6 5mg/ml solucao injetavel endovenosa 10ml;TAKEDA PHARMA LTDA ;7,89609E+12;dramin b6 dl iv 10ml x 100 amp hosp;TAKEDA PHARMA LTDA ;800;Perdido;;10/06/2025;R$ 7,72;13/06/2025;Filial;18132-Farma Pontual;R$ 6.174,88;Sul;Medicamentos;11/06/2025
427732;9,2815E+13;Hosp. Santa Casa Porto Alegre (Porto Alegre/Rs) (Sc Porto Alegre);RS;51575;micafungina sodica po liofilo injetavel 50mg;SEM VINCULO;7,89858E+12;micafungina sodica 50 mg po liof sol infus iv fa;ACCORD FARMACEUTICA LTDA;155;Perdido;;10/06/2025;R$ 128,47;13/06/2025;FILIAL;18132-Farma Pontual;R$ 19.912,85;Sul;Medicamentos;11/06/2025
427463;9,2815E+13;Hosp. Santa Casa Porto Alegre (Porto Alegre/Rs) (Sc Porto Alegre);RS;51157;dimenidrinato 3mg/ml+vitamina b6 5mg/ml solucao injetavel endovenosa 10ml;TAKEDA PHARMA LTDA ;7,89609E+12;dramin b6 dl iv 10ml x 100 amp hosp;TAKEDA PHARMA LTDA ;300;Perdido;;10/06/2025;R$ 7,72;11/06/2025;Filial;18132-Farma Pontual;R$ 2.315,58;Sul;Medicamentos;11/06/2025
428104;1,75132E+13;Inst. Mario Penna (Bh/Mg) (Mario Penna);MG;1;aflibercepte 40mg/ml 0,278ml fa  (inclui agulha com filtro);SEM VINCULO;7,89111E+12;eylia 1fa 0,278ml + 1agu 40mg/ml inj;BAYER S A ;1;Perdido;;10/06/2025;R$ 2.278,26;11/06/2025;Filial;18132-Farma Pontual;R$ 2.278,26;Sudeste;Medicamentos;11/06/2025
428093;4,86284E+13;Unimed Americana (H. Sta Barbara);SP;23741;pertuzumabe 420mg/14ml;ROCHE;7,89623E+12;perjeta 420mg;ROCHE;2;Confirmado;;10/06/2025;R$ 14.231,75;11/06/2025;Filial;18132-Farma Pontual;R$ 28.463,50;Sudeste;Dietas enterais;10/06/2025
428093;4,86284E+13;Unimed Americana (H. Sta Barbara);SP;23741;pertuzumabe 420mg/14ml;ROCHE;7,89623E+12;perjeta 420mg;ROCHE;2;Confirmado;;10/06/2025;R$ 14.231,75;11/06/2025;Filial;18132-Farma Pontual;R$ 28.463,50;Sudeste;Medicamentos;10/06/2025
427570;03315918000541;Unimed Campo Grande (Unimed Cg);MS;99902;tagrisso 40mg;SEM VINCULO;;;;0;Perdido;Produto sem estoque;10/06/2025;R$ 0,00;11/06/2025;FarmaPontual;18132-Farma Pontual;R$ 0,00;Centro-Oeste;Dietas enterais;11/06/2025
426351;8,86257E+13;Hosp. Mãe De Deus (Rede Suplementar) Porto Alegr (Hmd);RS;95542;lanreotida acetato 120mg sol 0,5ml;IPSEN FARMACEUTICA LTDA;SOMATULINE AUTOGEL 120MG SOL INJ LIB PROL SER PREENC X 0,5ML;somatuli;IPSEN FARMACEUTICA LTDA;3;Perdido;;09/06/2025;R$ 4.035,93;09/06/2025;Filial;18132-Farma Pontual;R$ 12.107,79;Sul;Medicamentos;09/06/2025
427079;9,2815E+13;Hosp. Santa Casa Porto Alegre (Porto Alegre/Rs) (Sc Porto Alegre);RS;51575;micafungina sodica po liofilo injetavel 50mg;SEM VINCULO;7,89858E+12;micafungina sodica 50 mg po liof sol infus iv fa;ACCORD FARMACEUTICA LTDA;81;Perdido;;09/06/2025;R$ 128,47;10/06/2025;FILIAL;18132-Farma Pontual;R$ 10.406,07;Sul;Medicamentos;10/06/2025
427079;9,2815E+13;Hosp. Santa Casa Porto Alegre (Porto Alegre/Rs) (Sc Porto Alegre);RS;148091;lanreotida acetato solucao injetavel de liberacao prolongada seringa preenchida 120mg 0,5ml®  ;IPSEN FARMACEUTICA LTDA;SOMATULINE AUTOGEL 120MG SOL INJ LIB PROL SER PREENC X 0,5ML;somatuli;IPSEN FARMACEUTICA LTDA;4;Perdido;;09/06/2025;R$ 2.102,75;10/06/2025;Filial;18132-Farma Pontual;R$ 8.411,00;Sul;Medicamentos;10/06/2025
427036;4,54E+13;Unimed Sorocaba (Unimed Sorocaba);SP;3713;dramin b6 dl 10ml amp;SEM VINCULO;7,89609E+12;dramin b6 dl iv 10ml x 100 amp hosp;HYPERA PHARMA ;1200;Perdido;;09/06/2025;R$ 7,28;10/06/2025;Filial;18132-Farma Pontual;R$ 8.736,12;Sudeste;Medicamentos;10/06/2025
427036;4,54E+13;Unimed Sorocaba (Unimed Sorocaba);SP;55389;forxiga 10mg cpr;SEM VINCULO;5,00046E+12;forxiga 30com 10mg;ASTRAZENECA DO BRASIL LTDA;180;Confirmado;;09/06/2025;R$ 3,39;10/06/2025;Filial;18132-Farma Pontual;R$ 610,92;Sudeste;Medicamentos;10/06/2025
427094;1,75132E+13;Inst. Mario Penna (Bh/Mg) (Mario Penna);MG;92943;tocilizumabe fr-amp 80 mg/4 ml - np;SEM VINCULO;BIO1EBD396355E7;actemra 20 mg/ml sol dil infus iv ct fa vd trans x 4 ml;ROCHE;10;Confirmado;;09/06/2025;R$ 832,35;10/06/2025;Filial;18132-Farma Pontual;R$ 8.323,50;Sudeste;Medicamentos;10/06/2025
427094;1,75132E+13;Inst. Mario Penna (Bh/Mg) (Mario Penna);MG;98282;tocilizumabe fr-amp 200 mg/10 ml;SEM VINCULO;7896226505879DF;actemra;ROCHE;8;Confirmado;;09/06/2025;R$ 2.080,91;10/06/2025;Filial;18132-Farma Pontual;R$ 16.647,28;Sudeste;Medicamentos;10/06/2025
427183;1,75132E+13;Inst. Mario Penna (Bh/Mg) (Mario Penna);MG;92501;pertuzumabe 420 -  mg fr amp;SEM VINCULO;7,89623E+12;perjeta 420mg;ROCHE;3;Confirmado;;09/06/2025;R$ 14.202,55;10/06/2025;Filial;18132-Farma Pontual;R$ 42.607,65;Sudeste;Medicamentos;10/06/2025
427166;1,75132E+13;Inst. Mario Penna (Bh/Mg) (Mario Penna);MG;92501;pertuzumabe 420 -  mg fr amp;SEM VINCULO;7,89623E+12;perjeta 420mg;ROCHE;3;Confirmado;;09/06/2025;R$ 14.202,55;10/06/2025;Filial;18132-Farma Pontual;R$ 42.607,65;Sudeste;Medicamentos;10/06/2025
426581;03315918000541;Unimed Campo Grande (Unimed Cg);MS;99862;ocrevus 300mg frasco 10ml;ROCHE;7,61333E+12;ocrevus 1fa 10ml 30mg/ml inj;ROCHE;10;Perdido;;09/06/2025;R$ 42.000,00;10/06/2025;Filial;18132-Farma Pontual;R$ 420.000,00;Centro-Oeste;Dietas enterais;09/06/2025
426581;03315918000541;Unimed Campo Grande (Unimed Cg);MS;99862;ocrevus 300mg frasco 10ml;ROCHE;7,61333E+12;ocrevus 1fa 10ml 30mg/ml inj;ROCHE;10;Perdido;;09/06/2025;R$ 42.000,00;10/06/2025;Filial;18132-Farma Pontual;R$ 420.000,00;Centro-Oeste;Medicamentos;09/06/2025
426581;03315918000541;Unimed Campo Grande (Unimed Cg);MS;99813;cosentyx 150mg/ml seringa preenchida;NOVARTIS BIOCIENCIAS S A;7,89626E+12;cosentyx 150 mg/ml sol inj 1 caneta preenc x 1ml;NOVARTIS BIOCIENCIAS S A;30;Perdido;;09/06/2025;R$ 4.479,75;10/06/2025;Filial;18132-Farma Pontual;R$ 134.392,50;Centro-Oeste;Dietas enterais;09/06/2025
426581;03315918000541;Unimed Campo Grande (Unimed Cg);MS;99813;cosentyx 150mg/ml seringa preenchida;NOVARTIS BIOCIENCIAS S A;7,89626E+12;cosentyx 150 mg/ml sol inj 1 caneta preenc x 1ml;NOVARTIS BIOCIENCIAS S A;30;Perdido;;09/06/2025;R$ 4.479,75;10/06/2025;Filial;18132-Farma Pontual;R$ 134.392,50;Centro-Oeste;Medicamentos;09/06/2025
426581;03315918000541;Unimed Campo Grande (Unimed Cg);MS;70234;benlysta 120mg f/a;GLAXOSMITHKLINE BRASIL LTDA;7,89602E+12;benlysta iv 120mg/5ml;GLAXOSMITHKLINE BRASIL LTDA;20;Perdido;;09/06/2025;R$ 912,39;10/06/2025;Filial;18132-Farma Pontual;R$ 18.247,80;Centro-Oeste;Dietas enterais;09/06/2025
426581;03315918000541;Unimed Campo Grande (Unimed Cg);MS;70234;benlysta 120mg f/a;GLAXOSMITHKLINE BRASIL LTDA;7,89602E+12;benlysta iv 120mg/5ml;GLAXOSMITHKLINE BRASIL LTDA;20;Perdido;;09/06/2025;R$ 912,39;10/06/2025;Filial;18132-Farma Pontual;R$ 18.247,80;Centro-Oeste;Medicamentos;09/06/2025
426796;6,29329E+13;Inst. Bras. De Controle Do Cancer (Ibcc) - Mooca (Ibcc - Mooca);SP;108089;jemperli 50mg/ml injetavel - 10ml (dostarlimabe);GLAXOSMITHKLINE BRASIL LTDA;7,89602E+12;jemperli 1fa 10ml 50mg/ml inj;GLAXOSMITHKLINE BRASIL LTDA;1;Confirmado;;09/06/2025;R$ 29.471,45;09/06/2025;Filial;18132-Farma Pontual;R$ 29.471,45;Sudeste;Medicamentos;09/06/2025
426448;6,26384E+13;Trasmontano (Transmontano);SP;37804;capecitabina 500mg cpr (cx c/120);SEM VINCULO;7,89623E+12;xeloda 500mg;BIOPAS BRASIL PRODUTOS FARMACEUTICOS LTDA;2;Perdido;;09/06/2025;R$ 1.800,00;10/06/2025;Filial;18132-Farma Pontual;R$ 3.600,00;Sudeste;Medicamentos;09/06/2025
426448;6,26384E+13;Trasmontano (Transmontano);SP;66667;darolutamida 300mg cx c/120 cpr (nubeqa);SEM VINCULO;7,89111E+12;nubeqa 300 mg com rev fr x 120;BAYER S A ;2;Confirmado;;09/06/2025;R$ 10.157,17;10/06/2025;Filial;18132-Farma Pontual;R$ 20.314,34;Sudeste;Medicamentos;09/06/2025
426539;8,70966E+13;Unimed Porto Alegre (Oncologia);RS;600159;mesna  100mg/ml sol inj 4ml eurofarma;SEM VINCULO;;;;0;Perdido;Produto sem estoque;09/06/2025;R$ 0,00;09/06/2025;FarmaPontual;18132-Farma Pontual;R$ 0,00;Sul;Materiais Médicos;09/06/2025
426539;8,70966E+13;Unimed Porto Alegre (Oncologia);RS;600159;mesna  100mg/ml sol inj 4ml eurofarma;SEM VINCULO;;;;0;Perdido;Produto sem estoque;09/06/2025;R$ 0,00;09/06/2025;FarmaPontual;18132-Farma Pontual;R$ 0,00;Sul;Medicamentos;09/06/2025
426679;06288135001314;4health - Unimed Três Vales (Utv);MG;3220;toxina botulínica tipo a 100ui;SEM VINCULO;;;;0;Perdido;Produto sem estoque;09/06/2025;R$ 0,00;09/06/2025;FarmaPontual;18132-Farma Pontual;R$ 0,00;Sudeste;Dietas enterais;09/06/2025
426679;06288135001314;4health - Unimed Três Vales (Utv);MG;3220;toxina botulínica tipo a 100ui;SEM VINCULO;;;;0;Perdido;Produto sem estoque;09/06/2025;R$ 0,00;09/06/2025;FarmaPontual;18132-Farma Pontual;R$ 0,00;Sudeste;Medicamentos;09/06/2025
426434;9,26858E+13;Hosp. Moinhos De Vento (Poa/Rs) (Hmv);RS;224889;tagrisso 40mg cp revest - qt (npad);ASTRAZENECA DO BRASIL LTDA;7777522755;tagrisso 40mg;ASTRAZENECA DO BRASIL LTDA;60;Confirmado;;09/06/2025;R$ 1.023,63;09/06/2025;FILIAL;18132-Farma Pontual;R$ 61.417,72;Sul;Dietas enterais;09/06/2025
426434;9,26858E+13;Hosp. Moinhos De Vento (Poa/Rs) (Hmv);RS;224889;tagrisso 40mg cp revest - qt (npad);ASTRAZENECA DO BRASIL LTDA;7777522755;tagrisso 40mg;ASTRAZENECA DO BRASIL LTDA;60;Confirmado;;09/06/2025;R$ 1.023,63;09/06/2025;FILIAL;18132-Farma Pontual;R$ 61.417,72;Sul;Medicamentos;09/06/2025
426434;9,26858E+13;Hosp. Moinhos De Vento (Poa/Rs) (Hmv);RS;236729;nubeqa 300mg cp rev - qt (npad);BAYER S A ;7,89111E+12;nubeqa 300 mg com rev fr x 120;BAYER S A ;480;Perdido;;09/06/2025;R$ 100,49;09/06/2025;Filial;18132-Farma Pontual;R$ 48.234,77;Sul;Dietas enterais;09/06/2025
426434;9,26858E+13;Hosp. Moinhos De Vento (Poa/Rs) (Hmv);RS;236729;nubeqa 300mg cp rev - qt (npad);BAYER S A ;7,89111E+12;nubeqa 300 mg com rev fr x 120;BAYER S A ;480;Perdido;;09/06/2025;R$ 100,49;09/06/2025;Filial;18132-Farma Pontual;R$ 48.234,77;Sul;Medicamentos;09/06/2025
426475;1,65132E+13;Unimed Belo Horizonte - Mv Soul (Hosp Infantil);MG;22506;oseltamivir 30mg capsula;SEM VINCULO;;;;0;Perdido;Produto sem estoque;09/06/2025;R$ 0,00;09/06/2025;FarmaPontual;18132-Farma Pontual;R$ 0,00;Sudeste;Medicamentos;09/06/2025
426582;08680639000681;Hosp. Unimed João Pessoa (João Pessoa/Pb) (Cac);PB;43032;ocrevus 300mg injetavel fr amp 10ml;ROCHE;7,61333E+12;ocrevus 1fa 10ml 30mg/ml inj;ROCHE;2;Perdido;;09/06/2025;R$ 43.578,79;09/06/2025;Filial;18132-Farma Pontual;R$ 87.157,58;Nordeste;Medicamentos;09/06/2025
426323;6,26384E+13;Trasmontano (Transmontano);SP;58905;secuquinumabe 300mg/2ml ser (cosentyx);SEM VINCULO;;;;0;Perdido;Produto sem estoque;09/06/2025;R$ 0,00;09/06/2025;FarmaPontual;18132-Farma Pontual;R$ 0,00;Sudeste;Medicamentos;09/06/2025
426390;7,67672E+13;Unimed Maringá (Ciasu Unimed);PR;198352;olaparibe 150 mg - cx c/ 56 cp;ASTRAZENECA DO BRASIL LTDA;5,00046E+12;lynparza 150mg;ASTRAZENECA DO BRASIL LTDA;112;Perdido;;09/06/2025;R$ 252,39;09/06/2025;FILIAL;18132-Farma Pontual;R$ 28.268,08;Sul;Medicamentos;09/06/2025
426427;6,0962E+13;A.C. Camargo Cancer Center (São Paulo/Sp) (Matriz);SP;127340;(pse) cabometyx 40mg comprimido - beaufour ipsen;SEM VINCULO;CABOMETYX 40 MG COM REV CT FR PLAS PEAD OPC X 30;cabometyx;IPSEN FARMACEUTICA LTDA;30;Perdido;;09/06/2025;R$ 1.365,85;09/06/2025;Filial;18132-Farma Pontual;R$ 40.975,53;Sudeste;Medicamentos;09/06/2025
426411;6,29329E+13;Inst. Bras. De Controle Do Cancer (Ibcc) - Mooca (Ibcc - Mooca);SP;98056;cabozantinibe 40mg comprimido revestido;SEM VINCULO;CABOMETYX 40 MG COM REV CT FR PLAS PEAD OPC X 30;cabometyx;IPSEN FARMACEUTICA LTDA;30;Confirmado;;09/06/2025;R$ 1.365,85;09/06/2025;Filial;18132-Farma Pontual;R$ 40.975,53;Sudeste;Medicamentos;09/06/2025
426323;6,26384E+13;Trasmontano (Transmontano);SP;66224;tezepelumabe 210mg/1,91ml caneta (tezspire);SEM VINCULO;5,00046E+12;tezspire 1ser preenc 1,91ml 210mg + can aplic;ASTRAZENECA DO BRASIL LTDA;1;Perdido;;09/06/2025;R$ 8.947,09;09/06/2025;Filial;18132-Farma Pontual;R$ 8.947,09;Sudeste;Medicamentos;09/06/2025
426323;6,26384E+13;Trasmontano (Transmontano);SP;13166;acetato de gosserrelina 10,8mg seringa (zoladex la);SEM VINCULO;7,89621E+12;zoladex la 10,8mg;ASTRAZENECA DO BRASIL LTDA;9;Perdido;;09/06/2025;R$ 1.209,04;09/06/2025;Filial;18132-Farma Pontual;R$ 10.881,36;Sudeste;Medicamentos;09/06/2025
426232;1,66765E+13;Rede Mater Dei Saúde (Contorno);MG;206140;polatuzumabe fa 140mg po liof sol inj iv - ropolivy;SEM VINCULO;7,61333E+12;ropolivy 1fa 140mg sol inj;ROCHE;1;Confirmado;;08/06/2025;R$ 69.635,67;09/06/2025;Filial;18132-Farma Pontual;R$ 69.635,67;Sudeste;Medicamentos;09/06/2025
426232;1,66765E+13;Rede Mater Dei Saúde (Contorno);MG;206140;polatuzumabe fa 140mg po liof sol inj iv - ropolivy;SEM VINCULO;7,61333E+12;ropolivy 1fa 140mg sol inj;ROCHE;1;Confirmado;;08/06/2025;R$ 69.635,67;09/06/2025;Filial;18132-Farma Pontual;R$ 69.635,67;Sudeste;Dietas enterais;09/06/2025
425808;6,57328E+13;Hosp. Unimed Birigui (Hosp. Unimed);SP;63762;pertuzumab 420mg/14ml - roche;SEM VINCULO;7,89623E+12;perjeta 420mg;ROCHE;1;Perdido;;06/06/2025;R$ 14.349,73;09/06/2025;Filial;18132-Farma Pontual;R$ 14.349,73;Sudeste;Medicamentos;06/06/2025
426149;4,54E+13;Unimed Sorocaba (Unimed Sorocaba);SP;51019;somatuline autogel 120mg amp @;SEM VINCULO;SOMATULINE AUTOGEL 120MG SOL INJ LIB PROL SER PREENC X 0,5ML;somatuli;IPSEN FARMACEUTICA LTDA;1;Confirmado;;06/06/2025;R$ 3.815,14;09/06/2025;Filial;18132-Farma Pontual;R$ 3.815,14;Sudeste;Medicamentos;06/06/2025
425926;00708923000283;Instituto De Oncologia Do Paraná (Curitiba/Pr) (Oncoville);PR;54200;benlysta 120mg inj.;GLAXOSMITHKLINE BRASIL LTDA;7,89602E+12;benlysta iv 120mg/5ml;GLAXOSMITHKLINE BRASIL LTDA;1;Confirmado;;06/06/2025;R$ 930,97;09/06/2025;Filial;18132-Farma Pontual;R$ 930,97;Sul;Medicamentos;06/06/2025
425926;00708923000283;Instituto De Oncologia Do Paraná (Curitiba/Pr) (Oncoville);PR;55925;nubeqa 300 mg cp;BAYER S A ;7,89111E+12;nubeqa 300 mg com rev fr x 120;BAYER S A ;360;Confirmado;;06/06/2025;R$ 84,21;09/06/2025;Filial;18132-Farma Pontual;R$ 30.316,82;Sul;Medicamentos;06/06/2025
425926;00708923000283;Instituto De Oncologia Do Paraná (Curitiba/Pr) (Oncoville);PR;58851;jemperli 500mg inj.;GSK OTC;7,89602E+12;jemperli 1fa 10ml 50mg/ml inj;GSK OTC;2;Confirmado;;06/06/2025;R$ 29.286,81;09/06/2025;Filial;18132-Farma Pontual;R$ 58.573,62;Sul;Medicamentos;06/06/2025
425983;1,75132E+13;Inst. Mario Penna (Bh/Mg) (Mario Penna);MG;92943;tocilizumabe fr-amp 80 mg/4 ml - np;SEM VINCULO;BIO1EBD396355E7;actemra 20 mg/ml sol dil infus iv ct fa vd trans x 4 ml;ROCHE;1;Perdido;;06/06/2025;R$ 832,35;09/06/2025;Filial;18132-Farma Pontual;R$ 832,35;Sudeste;Medicamentos;06/06/2025
425926;00708923000283;Instituto De Oncologia Do Paraná (Curitiba/Pr) (Oncoville);PR;54273;cabometyx 60 mg comp.;IPSEN FARMACEUTICA LTDA;CABOMETYX 60 MG COM REV CT FR PLAS PEAD OPC X 30;cabometyx;IPSEN FARMACEUTICA LTDA;60;Confirmado;;06/06/2025;R$ 1.330,00;09/06/2025;Filial;18132-Farma Pontual;R$ 79.800,00;Sul;Medicamentos;06/06/2025
