PONTUAL FARMACEUTICA
CONTROLADORA (Consolidado)
Resumo de vendas por item
01 Abril 2024 - 11 Fevereiro 2026


Item ,Descrição do item ,Qtd. vendida ,Receita total 
XOLAIR 150 MG SOL INJ CT 1 SER PREENC VD TRANS X 1 ML,XOLAIR 150 MG SOL INJ CT 1 SER PREENC VD TRANS X 1 ML,"4,476","R$12.016.503,43"
"XOLAIR 75 MG SOL INJ CT 1 SER PREENC VD TRANS X 0,5 ML","XOLAIR 75 MG SOL INJ CT 1 SER PREENC VD TRANS X 0,5 ML",27,"R$36.129,62"
XYLESTESIN ISOBARICO 20MG/ML SOL INJ CX40 ESTX1 AMP VDX5ML,XYLESTESIN ISOBARICO 20MG/ML SOL INJ CX40 ESTX1 AMP VDX5ML,48,"R$6.125,29"
XYLESTESIN 10 MG/ML SOL INJ CX 10 EST FA VD TRANS X 20 ML,XYLESTESIN 10 MG/ML SOL INJ CX 10 EST FA VD TRANS X 20 ML,102,"R$6.374,40"
XYLESTESIN 100 MG/ML SOL SPR CT FR SPR VD TRANS X 50 ML,XYLESTESIN 100 MG/ML SOL SPR CT FR SPR VD TRANS X 50 ML,321,"R$12.963,83"
XYLESTESIN 2% 10BG 30G 20MG/G,XYLESTESIN 20 MG/G GEL CX 10 BG AL X 30 G + 10 APLIC,176,"R$9.572,64"
XYLESTESIN 20 MG/G GEL CX 10 BG AL X 30 G + 10 APLIC,XYLESTESIN 20 MG/G GEL CX 10 BG AL X 30 G + 10 APLIC,366,"R$23.341,18"
XYLESTESIN 20 MG/G GEL CX 10 SER PRENC PLAST TRANS X 10 G,XYLESTESIN 20 MG/G GEL CX 10 SER PRENC PLAST TRANS X 10 G,56,"R$7.801,20"
XYLESTESIN 20 MG/ML SOL INJ CX 10 EST SEM VASO X 20 ML,XYLESTESIN 20 MG/ML SOL INJ CX 10 EST SEM VASO X 20 ML,82,"R$6.672,96"
ZEJULA 100 MG CAP DURA CT BL AL PLAS PVC/PCTFE OPC X 28,ZEJULA 100 MG CAP DURA CT BL AL PLAS PVC/PCTFE OPC X 28,467,"R$5.281.248,84"
ZEJULA 100 MG CAP DURA CT BL AL PLAS PVC/PCTFE OPC X 56,ZEJULA 100 MG CAP DURA CT BL AL PLAS PVC/PCTFE OPC X 56,732,"R$16.325.128,55"
ZELBORAF 240 MG COM REV CT BL AL AL X 56,ZELBORAF 240 MG COM REV CT BL AL AL X 56,112,"R$1.150.930,42"
"ZOLADEX 10,8MG DEPOT+SER PREENC PLAS BS CT ENV AL POLIETX1","ZOLADEX 10,8MG DEPOT+SER PREENC PLAS BS CT ENV AL POLIETX1","16,600","R$14.499.490,29"
"ZOLADEX 3,6MG DEPOT+SER PREENC PLASBS CT ENV AL POLIETX1","ZOLADEX 3,6MG DEPOT+SER PREENC PLASBS CT ENV AL POLIETX1","8,755","R$4.228.642,66"
000 - APARELHO CELULAR,,1,"R$2,00"
000 - NOTEBOOK LENOVO B330 i5-8250U 8GB 1TB W10P - 81M10005B,,2,"R$8,00"
Total - Item de estoque,,"432,114","R$995.768.452,56"
Outros encargos,,,
000 - DESCONTOS OBTIDOS,,-3,"R$849,88"
Total - Outros encargos,,-3,"R$849,88"
Total,,"432,111","R$995.769.302,44"
