PONTUAL FARMACEUTICA
CONTROLADORA (Consolidado)
Resumo de vendas por item
01 Janeiro 2024 - 12 Fevereiro 2026


Item ,Descrição do item ,Qtd. vendida ,Receita total 
VIVERDAL 1 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 30,VIVERDAL 1 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 30,198,"R$536,76"
VIVERDAL 2 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 30,VIVERDAL 2 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 30,198,"R$594,26"
VIVERDAL 3 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 30,VIVERDAL 3 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 30,198,"R$594,00"
VOLIBRIS 10 MG COM REV CT BL AL PVC X 30,VOLIBRIS 10 MG COM REV CT BL AL PVC X 30,1,"R$4.378,11"
VORI 200 MG COM REV CT BL AL PLAS TRANS X 14,VORI 200 MG COM REV CT BL AL PLAS TRANS X 14,50,"R$7.689,50"
VORICONAZOL 200 MG COM REV CT BL AL PLAS TRANS X 14,VORICONAZOL 200 MG COM REV CT BL AL PLAS TRANS X 14,325,"R$98.262,45"
VORICONAZOL 200 MG COM REV CT BL TRANS X 14,VORICONAZOL 200 MG COM REV CT BL TRANS X 14,71,"R$18.357,12"
VORICONAZOL 200 MG PO LIOF SOL INJ INFUS IV CT 1 FA VD TRANS,VORICONAZOL 200 MG PO LIOF SOL INJ INFUS IV CT 1 FA VD TRANS,448,"R$49.618,00"
VOTRIENT 200 MG COM REV CT FR PLAS OPC X 30,VOTRIENT 200 MG COM REV CT FR PLAS OPC X 30,1,"R$3.395,78"
VOTRIENT 400 MG COM REV CT FR PLAS OPC X 60,VOTRIENT 400 MG COM REV CT FR PLAS OPC X 60,9,"R$111.396,17"
XELODA 500 MG COM REV CT BL AL  PLAS PVC/PVDC TRANS X 120,XELODA 500 MG COM REV CT BL AL  PLAS PVC/PVDC TRANS X 120,111,"R$245.764,55"
XOLAIR 1FA 150MG PO LIOF + 1FA 2ML SOL INJ,XOLAIR 1FA 150MG PO LIOF + 1FA 2ML SOL INJ,1,"R$2.414,71"
XOLAIR 150 MG SOL INJ CT 1 SER PREENC VD TRANS X 1 ML,XOLAIR 150 MG SOL INJ CT 1 SER PREENC VD TRANS X 1 ML,"5,100","R$13.537.047,99"
"XOLAIR 75 MG SOL INJ CT 1 SER PREENC VD TRANS X 0,5 ML","XOLAIR 75 MG SOL INJ CT 1 SER PREENC VD TRANS X 0,5 ML",37,"R$48.229,38"
XYLESTESIN ISOBARICO 20MG/ML SOL INJ CX40 ESTX1 AMP VDX5ML,XYLESTESIN ISOBARICO 20MG/ML SOL INJ CX40 ESTX1 AMP VDX5ML,80,"R$10.372,85"
XYLESTESIN 10 MG/ML SOL INJ CX 10 EST FA VD TRANS X 20 ML,XYLESTESIN 10 MG/ML SOL INJ CX 10 EST FA VD TRANS X 20 ML,150,"R$9.579,99"
XYLESTESIN 100 MG/ML SOL SPR CT FR SPR VD TRANS X 50 ML,XYLESTESIN 100 MG/ML SOL SPR CT FR SPR VD TRANS X 50 ML,421,"R$16.625,39"
XYLESTESIN 2% 10BG 30G 20MG/G,XYLESTESIN 20 MG/G GEL CX 10 BG AL X 30 G + 10 APLIC,378,"R$19.817,71"
XYLESTESIN 20 MG/G GEL CX 10 BG AL X 30 G + 10 APLIC,XYLESTESIN 20 MG/G GEL CX 10 BG AL X 30 G + 10 APLIC,556,"R$35.832,08"
XYLESTESIN 20 MG/G GEL CX 10 SER PRENC PLAST TRANS X 10 G,XYLESTESIN 20 MG/G GEL CX 10 SER PRENC PLAST TRANS X 10 G,88,"R$14.498,80"
XYLESTESIN 20 MG/ML SOL INJ CX 10 EST SEM VASO X 20 ML,XYLESTESIN 20 MG/ML SOL INJ CX 10 EST SEM VASO X 20 ML,188,"R$15.661,67"
ZEJULA 100 MG CAP DURA CT BL AL PLAS PVC/PCTFE OPC X 28,ZEJULA 100 MG CAP DURA CT BL AL PLAS PVC/PCTFE OPC X 28,530,"R$5.937.164,74"
ZEJULA 100 MG CAP DURA CT BL AL PLAS PVC/PCTFE OPC X 56,ZEJULA 100 MG CAP DURA CT BL AL PLAS PVC/PCTFE OPC X 56,891,"R$19.625.279,86"
ZELBORAF 240 MG COM REV CT BL AL AL X 56,ZELBORAF 240 MG COM REV CT BL AL AL X 56,112,"R$1.150.930,42"
"ZOLADEX 10,8MG DEPOT+SER PREENC PLAS BS CT ENV AL POLIETX1","ZOLADEX 10,8MG DEPOT+SER PREENC PLAS BS CT ENV AL POLIETX1","16,948","R$14.917.155,71"
"ZOLADEX 3,6MG DEPOT+SER PREENC PLASBS CT ENV AL POLIETX1","ZOLADEX 3,6MG DEPOT+SER PREENC PLASBS CT ENV AL POLIETX1","8,982","R$4.359.520,64"
000 - APARELHO CELULAR,,1,"R$2,00"
000 - NOTEBOOK LENOVO B330 i5-8250U 8GB 1TB W10P - 81M10005B,,2,"R$8,00"
Total - Item de estoque,,"462,096","R$1.057.266.735,01"
Outros encargos,,,
000 - DESCONTOS OBTIDOS,,-3,"R$849,88"
Total - Outros encargos,,-3,"R$849,88"
Total,,"462,093","R$1.057.267.584,89"
